4.78,4.76,2020-12-08 18:29:59
4.8,4.8,2020-12-08 18:39:59
4.78,4.78,2020-12-09 10:19:59
4.78,4.78,2020-12-09 10:29:59
4.78,4.78,2020-12-09 10:39:59
4.78,4.8,2020-12-09 10:49:59
4.8,4.84,2020-12-09 10:59:11
4.78,4.82,2020-12-09 11:29:59
4.78,4.76,2020-12-09 11:39:59
4.8,4.8,2020-12-09 11:49:59
4.8,4.8,2020-12-09 11:59:59
4.8,4.78,2020-12-09 12:09:59
4.8,4.78,2020-12-09 12:19:59
4.8,4.8,2020-12-09 12:29:59
4.78,4.78,2020-12-09 12:39:59
4.78,4.76,2020-12-09 12:48:11
4.76,4.78,2020-12-09 13:09:59
4.8,4.76,2020-12-09 13:19:59
4.8,4.8,2020-12-09 13:29:59
4.8,4.8,2020-12-09 13:39:59
4.76,4.76,2020-12-09 13:58:17
4.76,4.76,2020-12-09 14:09:59
4.8,4.8,2020-12-09 14:19:59
4.76,4.78,2020-12-09 14:29:59
4.78,4.78,2020-12-09 14:39:59
4.78,4.78,2020-12-09 14:49:59
4.76,4.78,2020-12-09 14:58:12
4.78,4.76,2020-12-09 15:09:59
4.8,4.76,2020-12-09 15:19:59
4.76,4.78,2020-12-09 15:29:59
4.8,4.78,2020-12-09 15:39:59
4.8,4.8,2020-12-09 15:49:59
4.8,4.8,2020-12-09 15:55:12
4.8,4.8,2020-12-09 16:09:59
4.82,4.82,2020-12-09 16:19:59
4.82,4.82,2020-12-09 16:41:12
4.78,4.76,2020-12-09 17:19:59
4.76,4.76,2020-12-09 17:49:59
4.8,4.8,2020-12-09 17:59:59
4.8,4.82,2020-12-09 18:09:59
4.82,4.82,2020-12-09 18:19:59
4.82,4.82,2020-12-09 18:46:08
4.84,4.82,2020-12-10 10:19:59
4.8,4.8,2020-12-10 10:39:59
4.8,4.82,2020-12-10 10:49:59
4.8,4.8,2020-12-10 10:59:59
4.8,4.8,2020-12-10 11:09:59
4.78,4.78,2020-12-10 11:19:59
4.78,4.78,2020-12-10 11:29:59
4.76,4.76,2020-12-10 11:39:59
4.78,4.78,2020-12-10 11:49:59
4.76,4.78,2020-12-10 11:59:59
4.78,4.78,2020-12-10 12:09:59
4.76,4.78,2020-12-10 12:19:59
4.78,4.8,2020-12-10 12:29:59
4.8,4.8,2020-12-10 12:33:06
4.78,4.78,2020-12-10 13:19:59
4.78,4.78,2020-12-10 13:46:07
4.78,4.78,2020-12-10 14:09:59
4.78,4.78,2020-12-10 14:19:59
4.78,4.78,2020-12-10 14:49:59
4.78,4.78,2020-12-10 14:59:59
4.76,4.76,2020-12-10 15:09:59
4.78,4.8,2020-12-10 15:19:59
4.8,4.8,2020-12-10 15:29:59
4.78,4.78,2020-12-10 15:39:59
4.8,4.76,2020-12-10 15:49:59
